evidence_id,canonical_record_id,title,authors,year,doi,url,journal_or_venue,retrieval_sources,classification,selected,score,priority,reason_category,screening_reason,why_not_selected,potential_contribution,recommended_action,possible_false_negative,publication_verified,publication_status,document_type,publication_verification_status,required_groups_matched,hard_required_groups,hard_required_in_contribution,missing_hard_required_groups,complementary_groups_matched,methodological_family,required_coverage,required_cooccurrence,direct_relation,operational_evidence,semantic_similarity,exclusion_terms,quota_decision,signals,abstract
A383,RE0100FB3FAA1,Hardware-Aware Quantization for Biologically Inspired Machine Learning and Inference,"Schafer, Clemens",2023,10.7274/24891177.v1,https://curate.nd.edu/articles/thesis/Hardware-Aware_Quantization_for_Biologically_Inspired_Machine_Learning_and_Inference/24891177/1,University of Notre Dame,datacite,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,False,unknown,thesis,identifier_verified_publication_status_unknown,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,"evaluation_and_tradeoffs, optimization_and_codesign",,0.3333,False,False,True,0.059091,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.059; operational, empirical or validation evidence","The high computing and memory cost of modern machine learning (ML), especially deep neural networks (DNNs), often precludes their use in resource-constrained devices. However, the promise of ML deployed on always-on edge devices requires on-device, low-latency, low-power, high-accuracy DNN inference and training. Materializing this promise entails developing techniques to reduce the precision of neural network weights, activations, or errors to improve their deployment and training energy efficiency. This thesis focuses on hardware-software codesign optimizations to alleviate the computational cost of DNN training and inference, enabling their use in resource-constraint environments. First, we focus on post training quantization by proposing a method that combines second-order information (Hessians) and inter-layer dependencies to guide a bisection search for finding quantization configurations within a user-configurable model accuracy degradation range, where we highlight latency reductions of 25.48\% (ResNet50), 21.69\% (MobileNetV2), and 33.28\% (BERT) while maintaining model accuracy to within 99.99\% of the baseline. Next, we propose a new quantization aware training approach for mixed precision convolutional neural networks (CNNs) targeting edge-computing, including gradient scaling and channel-wise learned precision. We demonstrate the effectiveness of our techniques on the ImageNet dataset across a range of models including EfficientNet-Lite0 (e.g., 4.14 MB of weights and activations at 67.66\% accuracy) and MobileNetV2 (e.g., 3.51 MB weights and activations at 65.39\% accuracy). Following, we propose a quantization method for continual learning which leverages the Hadamard domain to make efficient use of quantization ranges in the backward pass, this technique beats a floating-point baseline model by 1\% when using 4-bit inputs and 12-bit accumulators for all matrix multiplications in the model. Pushing quantization further we then explore spiking neural networks, e.g. binary activations in stateful models. We start by exploring the energy efficiency of neuromorphic hardware, which is greatly affected by the energy of storing, accessing, and updating synaptic parameters and propose quantization and accessing schemes. We then study the trade-offs associated with learning performance and the quantization of neural dynamics, weights and learning components in spiking neural networks (SNNs), demonstrating a memory reduction by 73.78\% at the cost of 1.04\% test error increase on the dynamic vision sensor cameras (DVS) gesture data set. Finally, we study various combinations of pruning and quantization in isolation, cumulatively, and simultaneously (jointly) to a state-of-the-art SNN targeting DVS gestures showing that a modern SNN does not suffer any loss in accuracy down to ternary weights."
A397,RB407B8E9922C,TinyFormer: Efficient Transformer Design and Deployment on Tiny Devices,"Yang, Jianlei; Liao, Jiacheng; Lei, Fanding; Liu, Meichen; Long, Lingkun; Chen, Junyi; Wan, Han; Yu, Bei; Zhao, Weisheng",2023,10.48550/arxiv.2311.01759,https://arxiv.org/abs/2311.01759,CoRR,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre deployment_and_execution, edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,False,preprint,preprint,identifier_only_verified,"deployment_and_execution, edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,"evaluation_and_tradeoffs, optimization_and_codesign",,1.0,False,False,True,0.046512,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: deployment_and_execution, edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 1.00; contribution co-occurrence: no (window=2); semantic similarity: 0.047; operational, empirical or validation evidence","Developing deep learning models on tiny devices (e.g. Microcontroller units, MCUs) has attracted much attention in various embedded IoT applications. However, it is challenging to efficiently design and deploy recent advanced models (e.g. transformers) on tiny devices due to their severe hardware resource constraints. In this work, we propose TinyFormer, a framework specifically designed to develop and deploy resource-efficient transformer models on MCUs. TinyFormer consists of SuperNAS, SparseNAS, and SparseEngine. Separately, SuperNAS aims to search for an appropriate supernet from a vast search space. SparseNAS evaluates the best sparse single-path transformer model from the identified supernet. Finally, SparseEngine efficiently deploys the searched sparse models onto MCUs. To the best of our knowledge, SparseEngine is the first deployment framework capable of performing inference of sparse transformer models on MCUs. Evaluation results on the CIFAR-10 dataset demonstrate that TinyFormer can design efficient transformers with an accuracy of 96.1% while adhering to hardware constraints of 1MB storage and 320KB memory. Additionally, TinyFormer achieves significant speedups in sparse inference, up to 12.2x comparing to the CMSIS-NN library. TinyFormer is believed to bring powerful transformers into TinyML scenarios and to greatly expand the scope of deep learning applications"
A414,RF4039D656928,AI for better integration between the physical and the cyber world: Embedded AI,"Duranton, Marc",2023,10.5281/zenodo.7461864,https://zenodo.org/record/7461864,HiPEAV Vision,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: resource_constrained_platform.,"Cubre edge_ai_core, resource_constrained_platform; incluye evidencia operativa, empírica o de validación.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,False,repository_copy,repository_record,identifier_only_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",edge_ai_core,resource_constrained_platform,,,0.6667,False,False,True,0.044118,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core; complementary groups matched: none; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.044; operational, empirical or validation evidence","Today’s cutting-edge artificial intelligence (AI) techniques are making their way into the edge devices of tomorrow. Europe has the potential to be a leader in low-power, high-performance edge systems that combine the best of all AI approaches and serve the sectors that are most important to Europe."
A427,R0610821C8E27,IPBFS: Inference-aware Pruning with Bayesian Optimization based on Filter Similarity,Mohammad Asadpour; Nazila Pourhaji Aghayengejeh,2023,10.21203/rs.3.rs-3470514/v1,https://doi.org/10.21203/rs.3.rs-3470514/v1,,crossref,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,False,preprint,preprint,identifier_only_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,"evaluation_and_tradeoffs, optimization_and_codesign",,0.3333,False,False,True,0.032787,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.033; operational, empirical or validation evidence","Abstract Deep neural networks (DNNs) are significant tools for solving different problems in abundant fields. However, DNNs have large-scale parameters and weight redundancy and require high resources. Therefore, using DNNs is limited to devices such as wearable devices, mobile phones, and other edge devices that do not have enough resources to run. Using neural network pruning techniques, neural network models can be accelerated, and deep neural networks can be deployed on edge devices. However, the presence of filters with similar feature maps in each convolution layer increases redundancy, parameters, and the count of floating-point operations (FLOP) of deep models. In this paper, by combining the filter similarity algorithm and Bayesian optimization, the filters with a high percentage of similarity between their output feature maps and have a trivial effect on the model accuracy are automatically pruned. The proposed method has been applied to VGG16, ResNet20, and ResNet39 models on CIFAR10 and CIFAR100. Based on the best results, the FLOP and the count of parameters of the VGG16-CIFAR10 have decreased by 92.53% and 54.98%, and in the VGG16-CIFAR100 by 92.26% and 55.3%, respectively. Also, in the ResNet20 model, the count of parameters and FLOP operations have decreased by 31.48% and 13.89%, and in the ResNet39 model by 41.07% and 17.87%."
A434,R19B1B3BB0A99,Fast and Resource-Efficient Object Tracking on Edge Devices: A Measurement Study,"Ganesh, Sanjana Vijay; Wu, Yanzhao; Liu, Gaowen; Kompella, Ramana; Liu, Ling",2023,10.48550/arxiv.2309.02666,https://arxiv.org/abs/2309.02666,CoRR,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,False,preprint,preprint,identifier_only_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,evaluation_and_tradeoffs,,0.3333,False,False,True,0.057377,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.057; operational, empirical or validation evidence","Object tracking is an important functionality of edge video analytic systems and services. Multi-object tracking (MOT) detects the moving objects and tracks their locations frame by frame as real scenes are being captured into a video. However, it is well known that real time object tracking on the edge poses critical technical challenges, especially with edge devices of heterogeneous computing resources. This paper examines the performance issues and edge-specific optimization opportunities for object tracking. We will show that even the well trained and optimized MOT model may still suffer from random frame dropping problems when edge devices have insufficient computation resources. We present several edge specific performance optimization strategies, collectively coined as EMO, to speed up the real time object tracking, ranging from window-based optimization to similarity based optimization. Extensive experiments on popular MOT benchmarks demonstrate that our EMO approach is competitive with respect to the representative methods for on-device object tracking techniques in terms of run-time performance and tracking accuracy. EMO is released on Github at https://github.com/git-disl/EMO."
A450,R3DFFA16EDC4E,Design & Implementation of a Microcontroller-Based Mobile Detonator Initiation System,Serkan GÜRKAN,2023,10.22541/au.167845997.78677557/v1,https://doi.org/10.22541/au.167845997.78677557/v1,,crossref,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; incluye evidencia operativa, empírica o de validación.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,False,preprint,preprint,identifier_only_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,,,0.3333,False,False,True,0.014286,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: none; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.014; operational, empirical or validation evidence","Electro explosive devices (EEDs) are used in both military and civilian applications to initiate explosives. Currently, the wireless solutions used for initiating EEDs commonly use star network topology. As the control distance in the star topology increases, so does the power requirement and hence the weight of the batteries. In Additionally, safety issues may arise when initiating EEDs over short distances when low-power transceivers are used. In this study, a microcontroller-based mobile system that uses mesh network topology to initiate EEDs was proposed. Within the scope of this study, a system consists of an initiation control unit, remote ignition units, a mobile device layer, and a charge unit have been developed. EED initiation delays in the proposed system can be programmed using a mobile device. Thus, the expensive and extensive programming devices used in conventional initiating systems are no longer required for wireless EED initiating systems. In the developed system, the average communication distances of the remote initiating units were 251, 154, and 104 m in outdoor, urban, and indoor environments, respectively. Unlike conventional commercial wireless initiating systems that use star network topology, a system that prefers the mesh network topology can successfully initiate detonators from 1882 meters outdoors, 1170 meters in urban areas, and 811 meters indoors. Technical capabilities of an EED have been added to an electric detonator by means of using the developed mobile initiation device, and the initiation delay could be configured over mobile network."
A505,R0CC6C0DA8060,Accelerating Binary and Mixed-Precision NNs Inference on STMicroelectronics Embedded NPU with Digital In-Memory-Computing,Fabrizio Indirli; David Siorpaes; Stefano Bosisio; Alessandro Vaghi; Giuseppe Desoli; Andrea Ornstein; Ivana Guarneri; Manav Chandna; Pratishtha Bhatia; Saumya Suneja; Surinder-pal Singh; Nitin Chawla; Manuj Ayodhyawasi; Cristina Silvano,2023,,https://hdl.handle.net/11311/1237616,,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre deployment_and_execution, edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,False,unknown,publication,not_verified,"deployment_and_execution, edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,evaluation_and_tradeoffs,,1.0,False,False,True,0.061224,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: deployment_and_execution, edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs; required coverage: 1.00; contribution co-occurrence: no (window=2); semantic similarity: 0.061; operational, empirical or validation evidence","The proliferation of embedded Neural Processing Units (NPUs) is enabling the adoption of Tiny Machine Learning for numerous cognitive computing applications on the edge, where maximizing energy efficiency is key. To overcome the limitations of traditional Von Neumann architectures, novel designs based on computational memories are arising. STMicroelectronics is developing an experimental low-power NPU that integrates Digital In-Memory Computing (DIMC) SRAM with a modular dataflow inference engine, capable of accelerating a wide range of DNNs. In this work, we present a 40nm preliminary version of this architecture with DIMC-SRAM tiles capable of in-memory binary computations to dramatically increase the computational efficiency of binary layers. We performed power/performance analysis to demonstrate the advantages of this paradigm, which in our experiments achieved a TOPS/W efficiency up to 40x higher than traditional NPU implementations. We have then extended the ST Neural compilation toolchain to automatically map binary and mixed-precision NNs on the NPU, applying high-level optimizations and binding the models’ binary GEMM and CONV layers to the DIMC tiles. The overall system was validated by developing three real-time applications that represent potential real-world power-constrained use-cases: Fan spinning anomaly detection, Keyword spotting and Face Presence Detection. The applications ran with a latency 100 TOPS/W for binary in-memory computations"
A514,R9A07DF1A0992,Application-aware optimization of Artificial Intelligence for deployment on resource constrained devices.,"CANEPA, ALESSIO",2023,,https://doi.org/10.15167/canepa-alessio_phd2023-03-17,,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,False,unknown,publication,not_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,evaluation_and_tradeoffs,,0.3333,False,False,True,0.092199,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.092; operational, empirical or validation evidence","Artificial intelligence (AI) is changing people's everyday life. AI techniques such as Deep Neural Networks (DNN) rely on heavy computational models, which are in principle designed to be executed on powerful HW platforms, such as desktop or server environments. However, the increasing need to apply such solutions in people's everyday life has encouraged the research for methods to allow their deployment on embedded, portable and stand-alone devices, such as mobile phones, which exhibit relatively low memory and computational resources. Such methods targets both the development of lightweight AI algorithms and their acceleration through dedicated HW. This thesis focuses on the development of lightweight AI solutions, with attention to deep neural networks, to facilitate their deployment on resource constrained devices. Focusing on the computer vision field, we show how putting together the self learning ability of deep neural networks with application-specific knowledge, in the form of feature engineering, it is possible to dramatically reduce the total memory and computational burden, thus allowing the deployment on edge devices. The proposed approach aims to be complementary to already existing application-independent network compression solutions. In this work three main DNN optimization goals have been considered: increasing speed and accuracy, allowing training at the edge, and allowing execution on a microcontroller. For each of these we deployed the resulting algorithm to the target embedded device and measured its performance."
A515,R4C79C83C79A5,Hybrid Partitioning System for Embedded and Distributed CNNs Inference on Edge Devices. (Système de partitionnement hybride pour une inférence distribuée et embarquée des CNNs sur les équipements en bordure de réseau).,"Kaboubi, Nihel",2023,,https://tel.archives-ouvertes.fr/tel-04211194,,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,False,unknown,publication,not_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,evaluation_and_tradeoffs,,0.3333,False,False,True,0.026316,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.026; operational, empirical or validation evidence","The combination of Edge Computing and Artificial Intelligence (AI) technologies offers additional perspectives for creating innovative and efficient applications for the Internet of Things. Convolutional Neural Networks (CNNs) and Deep Neural Networks are used in many applications, especially for real-time analysis for data such as images, sounds or videos. To address some issues such as resilience, confidentiality and responsiveness, often voluminous models must then be inferred on devices at the Edge.However, even in inference, these models consume significant memory and computational resources that can exceed the capabilities of most Edge devices. Also, these edge devices are subject to breakdowns and/or hardware defects, which negatively impacts the ability to constitute a reliable infrastructure. State of the art shows that the current solutions to adapt AI models inference to the Edge are insufficient to address these issues. Existing solutions may require a new phase of training, transmission of data to the cloud and/or lead to a potentially significant degradation in accuracy.In order to cope with these problems, the work presented in this manuscript proposes HyPS (Hybrid Partitioning System), a solution based on a hybrid partitioning strategy. This strategy aims to identify the best positions to divide the CNN structure into a set of partitions whose size is determined to consider the constrained resources of the Edge devices.HyPS distributes, organizes and makes a reliable CNNs inference on resources-constrained devices. The proposed approach has been validated experimentally thanks to a prototype allowing a proof of concept of both the applied strategy and the architecture proposed for HyPS. Several use cases show the interest of HyPS for distributed, embedded, and reliable CNNs inference at the Edge. ; La combinaison de l'informatique en bordure de réseau (Edge Computing) et des techniques d'Intelligence Artificielle (IA) offre des perspectives supplémentaires pour créer des applications innovantes ..."
A521,R649BF99991AC,Data Aware Neural Architecture Search,Emil Njor; Jan Madsen; Xenofon Fafoutis,2023,,http://arxiv.org/abs/2304.01821v1,arXiv,arxiv,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,"No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core, resource_constrained_platform.","Aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,False,preprint,preprint,not_verified,,"edge_ai_core, resource_constrained_platform",,"edge_ai_core, resource_constrained_platform","evaluation_and_tradeoffs, optimization_and_codesign",,0.0,False,False,True,0.080808,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: none; hard-required groups satisfied in contribution evidence: none; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.00; contribution co-occurrence: no (window=2); semantic similarity: 0.081; operational, empirical or validation evidence","Neural Architecture Search (NAS) is a popular tool for automatically generating Neural Network (NN) architectures. In early NAS works, these tools typically optimized NN architectures for a single metric, such as accuracy. However, in the case of resource constrained Machine Learning, one single metric is not enough to evaluate a NN architecture. For example, a NN model achieving a high accuracy is not useful if it does not fit inside the flash memory of a given system. Therefore, recent works on NAS for resource constrained systems have investigated various approaches to optimize for multiple metrics. In this paper, we propose that, on top of these approaches, it could be beneficial for NAS optimization of resource constrained systems to also consider input data granularity. We name such a system ""Data Aware NAS"", and we provide experimental evidence of its benefits by comparing it to traditional NAS."
A384,R41501C35391C,TREE-BASED UNIDIRECTIONAL NEURAL NETWORKS FOR LOW-POWER COMPUTER VISION ON EMBEDDED DEVICES,"Goel, Abhinav",2022,10.25394/pgs.19666107.v1,https://hammer.purdue.edu/articles/thesis/TREE-BASED_UNIDIRECTIONAL_NEURAL_NETWORKS_FOR_LOW-POWER_COMPUTER_VISION_ON_EMBEDDED_DEVICES/19666107/1,,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,False,unknown,thesis,identifier_verified_publication_status_unknown,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,evaluation_and_tradeoffs,,0.3333,False,False,True,0.041322,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.041; operational, empirical or validation evidence","Deep Neural Networks (DNNs) are a class of machine learning algorithms that are widelysuccessful in various computer vision tasks. DNNs filter input images and videos with manyconvolution operations in each layer to extract high-quality features and achieve high ac-curacy. Although highly accurate, the state-of-the-art DNNs usually require server-gradeGPUs, and are too energy, computation and memory-intensive to be deployed on most de-vices. This is a significant problem because billions of mobile and embedded devices that donot contain GPUs are now equipped with high definition cameras. Running DNNs locallyon these devices enables applications such as emergency response and safety monitoring,because data cannot always be offloaded to the Cloud due to latency, privacy, or networkbandwidth constraints. Prior research has shown that a considerable number of a DNN’s memory accesses andcomputation are redundant when performing computer vision tasks. Eliminating these re-dundancies will enable faster and more efficient DNN inference on low-power embedded de-vices. To reduce these redundancies and thereby reduce the energy consumption of DNNs,this thesis proposes a novel Tree-based Unidirectional Neural Network (TRUNK) architec-ture. Instead of a single large DNN, multiple small DNNs in the form of a tree work togetherto perform computer vision tasks. The TRUNK architecture first finds thesimilaritybe-tween different object categories. Similar object categories are grouped intoclusters. Similarclusters are then grouped into a hierarchy, creating a tree. The small DNNs at every nodeof TRUNK classify between different clusters. During inference, for an input image, oncea DNN selects a cluster, another DNN further classifies among the children of the cluster(sub-clusters). The DNNs associated with other clusters are not used during the inferenceof that image. By doing so, only a small subset of the DNNs are used during inference,thus reducing redundant operations, memory accesses, and energy consumption. Since eachintermediate classification reduces the search space of possible object categories in the image,the small efficient DNNs still achieve high accuracy. In this thesis, we identify the computer vision applications and scenarios that are wellsuited for the TRUNK architecture. We develop methods to use TRUNK to improve the efficiency of the image classification, object counting, and object re-identification problems.We also present methods to adapt the TRUNK structure for different embedded/edge ap-plication contexts with different system architectures, accuracy requirements, and hardware constraints. Experiments with TRUNK using several image datasets reveal the effectiveness of theproposed solution to reduce memory requirement by∼50%, inference time by∼65%, energyconsumption by∼65%, and the number of operations by∼45% when compared with existingDNN architectures. These experiments are conducted on consumer-grade embedded systems:NVIDIA Jetson Nano, Raspberry Pi 3, and Raspberry Pi Zero. The TRUNK architecturehas only marginal losses in accuracy when compared with the state-of-the-art DNNs."
